source,target,length_m,length_km,geometry,trafficPoint_ID,gradient_per_meter,volume
941568,1655795,23983.3214,23.9833214,"LINESTRING (7.954655146132964 61.07365564761146, 7.509321694566586 61.06324974324108)",55982V384008,0.020934465,1817
943010,943332,3035.719797,3.035719797,"LINESTRING (6.079289544247725 62.18208048695495, 6.127304200042971 62.1976862012686)",93392V248904,0.024604049,11388
943332,1205589,8149.26172,8.14926172,"LINESTRING (6.127304200042971 62.1976862012686, 5.999651336438797 62.24047796345885)",01521V249521,-0.002466972,8850
943633,1552659,11774.37791,11.77437791,"LINESTRING (6.371482482221337 62.471020292978636, 6.597262634540371 62.489165913797635)",69193V248908,-0.001740134,10043
943905,1853430,14628.5957,14.6285957,"LINESTRING (6.8998034284550585 62.51233841957161, 7.097950640624595 62.60704778170967)",79361V248910,0.018020869,3281
944789,345153,2220.045749,2.220045749,"LINESTRING (7.17468690473213 62.73666275967553, 7.21736922097683 62.740711075632426)",60900V248916,-0.001600868,7437
945389,1234021,2321.200958,2.321200958,"LINESTRING (6.358652334376796 62.445439076448345, 6.3536972126516975 62.46618799558616)",54426V248907,-0.009379197,10194
947862,837851,2815.336134,2.815336134,"LINESTRING (10.01270737125295 59.05578632965959, 9.965983923469823 59.06378414620233)",30202V2680855,-0.03235777,0
950607,1854811,12367.42613,12.36742613,"LINESTRING (7.844675403484444 59.619132121659916, 7.736958844420954 59.71614424486109)",46694V521392,0,1050
957034,1854810,19181.6794,19.1816794,"LINESTRING (8.207068868882692 62.25739891738218, 8.003803990168796 62.401787204896316)",97843V1060647,5.29E-05,1133
960370,1854799,10827.91218,10.82791218,"LINESTRING (5.9454297450469875 59.66270846111282, 5.793901198911979 59.60258982289302)",03486V319647,0.000582938,3374
972167,1854892,12026.90028,12.02690028,"LINESTRING (23.393652623954946 69.962593379559, 23.590884249228008 70.04715326527904)",17790V930593,0,7153
973790,1854893,7593.660935,7.593660935,"LINESTRING (25.07141976340873 70.47378643252064, 25.185639338394168 70.53044627030664)",34500V930598,0,397
974682,1308424,8123.464054,8.123464054,"LINESTRING (5.718194382426881 58.87156927253416, 5.726423112230225 58.94450164800602)",66678V320582,-0.00323692,62156
