x,y,osmid,roadclass,isBridge,isTunnel,elevation,OD,CS,merged_nodes,geometry
10.733792828475945,59.9099938409782,794436,0,0,1,2.351,1,0,"[794436, 1393791, 1393835, 733912, 1619561, 1401590, 745141, 1393846, 794428, 735332, 759310, 744858, 734962, 734842, 1393763, 1619560]",POINT (10.733792828475945 59.9099938409782)
10.442083828225833,59.83406259981922,1394577,0,0,0,106.972,0,0,"[1394577, 1393791, 1393835, 1432666, 237506, 1401797, 1402061, 236907, 1393846, 236908, 1402079]",POINT (10.442083828225833 59.83406259981922)
10.234687975682515,59.7457426678224,1492778,0,0,0,11.51,1,0,"[1492778, 1432666, 237506, 237172, 1436424, 1163614, 1278778, 237238, 642988, 1148885, 1109996, 214349, 420950, 580003, 237274, 1436457]",POINT (10.234687975682515 59.7457426678224)
10.759877100303875,59.79589633216287,1613461,0,0,0,107.619,0,0,"[1613461, 733912, 346323, 346238, 1406120, 759310, 1613440, 734842, 1362029, 1361988]",POINT (10.759877100303875 59.79589633216287)
10.734618168505722,59.626620873206505,1405705,0,0,0,95.427,0,0,"[1405705, 1405400, 346238, 1361508, 1361404, 1405696, 1361402]",POINT (10.734618168505722 59.626620873206505)
10.699182091809186,59.44827757785207,1499351,0,0,0,39.863,0,0,"[1499351, 332525, 1498158, 1498322, 1537155, 1519541, 829200, 332475]",POINT (10.699182091809186 59.44827757785207)
10.80718214676536,59.36884484839275,1499032,0,0,0,47.157,0,0,"[1499032, 1475578, 1537155, 1519541]",POINT (10.80718214676536 59.36884484839275)
10.898961400871755,59.27109907092026,1512898,2,0,0,33.039,0,0,"[1512898, 1475578, 1500778, 1499891, 1513019, 1499937, 1512383]",POINT (10.898961400871755 59.27109907092026)
10.936591408356318,59.94130095996104,735703,0,0,0,179.692,0,0,"[735703, 1619561, 1362718, 745141, 1390254, 760335, 1406664, 735332, 759310, 744858, 1362734, 735716, 734962, 734842, 760343, 1619560]",POINT (10.936591408356318 59.94130095996104)
11.153398963468096,60.072273205875916,1363127,0,0,0,166.81,0,0,"[1363127, 1362718, 421394, 1406664, 1406760, 1406978, 1407325, 509818, 1391990, 1362734, 1363538, 1407003]",POINT (11.153398963468096 60.072273205875916)
11.42705767935978,60.15940340403051,487219,0,0,0,146.498,0,1,"[487219, 421394, 1354158, 155366, 509818]",POINT (11.42705767935978 60.15940340403051)
11.686848644422017,60.25943278004588,46132,0,0,0,135.247,0,0,"[46132, 155366, 326507, 189326, 38958]",POINT (11.686848644422017 60.25943278004588)
12.022995627777604,60.1885668950746,347040,0,0,0,148.814,1,0,"[347040, 326547, 163251]",POINT (12.022995627777604 60.1885668950746)
10.404682973072868,59.94175037755462,1337200,0,0,0,175.991,0,0,"[1337200, 1401797, 1034741, 1402061, 1393846, 1287617, 1287812, 1034754, 1402079]",POINT (10.404682973072868 59.94175037755462)
10.300885190531503,60.07425695556938,1263345,0,0,0,75.447,0,0,"[1263345, 1034741, 1303461, 1530777, 1550439, 1034754, 1293970]",POINT (10.300885190531503 60.07425695556938)
10.222288378505603,60.17573265703479,597464,0,0,0,138.139,1,0,"[597464, 1530777, 626614, 1550439, 1294558, 1294584, 274345, 1293970, 1046592]",POINT (10.222288378505603 60.17573265703479)
10.485721782242413,59.40832957049413,1543821,1,0,0,3.39,0,1,"[1543821, 816855, 849708, 933628, 880072, 1450554, 876641, 877032]",POINT (10.485721782242413 59.40832957049413)
10.363039638380764,59.30820689561095,452203,0,0,0,38.673,0,1,"[452203, 816855, 452314, 849708, 938513, 890661, 938540, 877032]",POINT (10.363039638380764 59.30820689561095)
